Item ID,Description,,Weight,Weight Unit of Measure,price
2332,"Wasabi Oriental Mix: Wasabi Green Peas, Sesame Sticks, Blanched Virginia Peanuts R&S, Mixed Rice Crackers.",,5,lb,$30.25 
2512,"Forbidden Fruit: Apples, Cranberries, Apricots, Papaya, Pineapple.",,5,lb,$23.85 
2522,"Mixed Fruit Deluxe: Prunes, Apricots, Peaches, Pears, Apples.",,5,lb,$35.75 
,,,,lb,
3412,Cheddar Cheese Goldfish Crackers,,5,lb,$30.60 
3512,Corn Chips w/ Flax Seeds- Salted,,5,lb,$18.80 
3522,Corn Sticks _ Cajun Hot,,5,lb,$18.25 
3532,Corn Nuts _ Original Toasted,,5,lb,$19.50 
3542,Corn Jacks _ Chili Cheese,,5,lb,$19.25 
3312,Green Peas R&S,,5,lb,$15.15 
3322,Green Peas _ Wasabi ,,5,lb,$17.95 
3112,Pretzel Bites _ Peanut Butter,,5,lb,$30.70 
3132,Pretzel Twists _ Mini,,5,lb,$13.50 
3432,Rice Crackers _ Chili ,,5,lb,$16.80 
3422,Rice Crackers _ Mixed ,,5,lb,$16.80 
3212,Sesame Sticks -- Cheddar ,,5,lb,$19.70 
#N/A,Sesame Sticks _ Garlic ,,#N/A,lb,#N/A
3232,Sesame Sticks _ Honey Roasted,,5,lb,$20.95 
3252,Sesame Sticks _ Regular ,,5,lb,$18.80 
3332,Vegetable Chips _ High  Vitamin,,3,lb,$32.25 
,,,,lb,
4712,Apple Rings,,5,lb,$24.05 
4722,Apricots,,5,lb,$23.50 
4732,Banana Chips,,5,lb,$16.80 
#N/A,Black Mission Figs,,,lb,#N/A
4122,Cherries,,5,lb,$61.25 
4142,Sliced Cranberries,,5,lb,$22.40 
4222,Coconut Chips _ Natural (No Sulfur),,5,lb,$18.70 
4232,Coconut _ Sweetened _ Shredded ,,5,lb,$18.70 
4242,Coconut _ Toasted ,,5,lb,$39.05 
4252,Coconut _ Unsweetened _ Shredded ,,5,lb,$18.50 
4412,Dates _ Pitted ,,5,lb,$25.70 
4422,Date Pieces,,5,lb,$17.95 
100749,Ginger - Diced,,5,lb,$22.95 
,Ginger - Sliced ,,,lb,
4782,Kiwi Slices,,5,lb,$29.05 
4512,Mango Slices,,5,lb,$15.01 
4522,Chili Mango Slices,,5,lb,$26.80 
4542,Papaya Diced,,5,lb,$18.50 
4742,Peach Halves,,5,lb,$49.05 
4752,Pear Halves,,5,lb,$54.05 
4612,Pineapple Chunks,,5,lb,$24.60 
4622,Pineapple Diced,,5,lb,$25.15 
4762,Plums _ Pitted (Prunes),,5,lb,$30.70 
4322,Raisins _ Golden _ Seedless ,,5,lb,$20.70 
4312,Raisins _ Dark _ Seedless ,,5,lb,$9.97 
4152,Strawberries,,5,lb,$52.40 
,,,,lb,
51212,Atomic Fireballs,,5,lb,$20.95 
51132,Jolly Ranchers _ Assorted ,,5,lb,$20.95 
,,,,lb,
52112,Assorted Fruit Slices,,5,lb,$15.50 
52562,Assorted Fruit Sours,,5,lb,$21.20 
19802,Boston Baked Beans,,5,lb,$18.50 
19182,Butter Toffee Almonds,,5,lb,$38.50 
19482,Butter Toffee Peanuts,,5,lb,$17.40 
19692,Caramelized Mixed Nuts,,5,lb,$57.60 
52712,Cherry Sours,,5,lb,$19.60 
52122,Cherry Slices,,5,lb,$10.09 
52522,Chewy Sprees,,5,lb,$23.05 
52212,Cinnamon Bears,,5,lb,$16.05 
19492,Cinamon Toffee Almonds,,5,lb,$38.50 
19192,Cinnamon Toffee Peanuts,,5,lb,$22.40 
19702,French Burnt Peanuts,,5,lb,$20.70 
52552,Fruit Runts,,5,lb,$20.95 
52252,Hot Tamales,,4,lb,$17.05 
52312,Jelly Beans _ Assorted ,,5,lb,$19.05 
52332,Jelly Belly - 49 Flavor Mix ,,5,lb,$50.70 
19142,Jordan Almonds _ Pastel ,,5,lb,$34.05 
19152,Jordan Almonds _ White ,,5,lb,$34.50 
52722,Lemon Drops,,5,lb,$17.80 
52412,Licorice Allsorts,,6,lb,$17.70 
52422,Licorice Bridge Mix,,5,lb,$26.70 
52432,Licorice Gems,,5,lb,$21.60 
52452,Licorice Black Australian - Gourmet,,5,lb,$26.95 
52442,Licorice Twists Black ,,5,lb,$21.15 
52262,Licorice Twists Cinnamon,,5,lb,$21.15 
52471,Licorice Twists Red,,5,lb,$47.75 
52482,Licorice Red Australian - Gourmet ,,5,lb,$26.95 
52572,Mike & Ike _ Fruit Jells,,4,lb,$17.05 
52132,Orange Slices,,5,lb,$15.50 
52542,Sour Patch Kids,,5,lb,$29.50 
52142,Sour Patch Watermelon,,5,lb,$29.50 
52582,Spice Drops,,5,lb,$15.70 
52622,Strawberry Bricks,,4,lb,$11.04 
52752,Swedish Fish,,5,lb,$26.70 
,,,,lb,
53242,Cinnamon Taffy,,5,lb,$13.43 
53172,Melon Taffy Assortment ,,5,lb,$13.43 
53262,Peppermint Taffy,,5,lb,$13.43 
53112,Salt Water Taffy Assortment,,5,lb,$13.43 
53132,Tropical Taffy Assortment,,5,lb,$13.43 
,,,,lb,
54112,Gummi Cola Bottles - Haribo ,,5,lb,$25.50 
54122,Gummi Fruit Salad - Haribo ,,5,lb,$25.50 
54132,Gummi Gold Bears _ Haribo ,,5,lb,$25.50 
54142,Gummi Grapefruit - Haribo,,5,lb,$25.50 
54152,Gummi Peaches _ Haribo ,,5,lb,$25.50 
54172,Gummi Raspberries _ Haribo ,,5,lb,$25.50 
54182,Gummi Twin Cherries _ Haribo ,,5,lb,$25.50 
54232,Gummy Baby Bear Cubs,,5,lb,$25.70 
54242,Gummy Bears _ 12 Flavors,,5,lb,$17.05 
54392,Gummy Blue Sharks,,5,lb,$14.80 
54492,Gummy Jet Fighters,,5,lb,$9.83 
54252,Gummy Butterflies,,5,lb,$17.05 
54262,Gummy Peach Rings,,4,lb,$16.25 
54472,Gummy Rainforest Frogs ,,5,lb,$23.40 
54352,Gummy Sour Triple Bears,,4,lb,$21.30 
55462,Gummy Watermelon Slices ,,4,lb,$18.80 
54272,Gummy Worms,,5,lb,$17.05 
54282,Sour Gummy Worms ,,4,lb,$16.25 
,,,,lb,
,5800 ct. Ball Gum _ Assorted Colors (.56î),,,lb,
,1î Bizarre Timebreaker Jawbreakers,,,lb,
#N/A,2 _î Bizarre Timebreaker Jawbreakers,,,lb,#N/A
#N/A,2 _ Psychedelic Jawbreakers,,,lb,#N/A
#N/A,"3 3/8"" Mega Bruiser Jawbreakers",,,lb,#N/A
,,,,lb,
56212,Sugar Free Almonds _ Milk Chocolate,,5,lb,$41.25 
56242,Sugar Free Gummy Bears,,5,lb,$19.76 
56272,Sugar Free Peanuts _ Milk Chocolate,,5,lb,$43.40 
56282,Sugar Free Raisins _ Milk Chocolate,,5,lb,$29.60 
56292,Sugar Free Salt Water Taffy,,3,lb,$41.25 
,,,,lb,
57252,Raspberry Yogurt Pretzels,,5,lb,$26.25 
57112,Yogurt Almonds,,5,lb,$46.05 
57212,Yogurt Cranberries,,5,lb,$33.05 
57122,Yogurt Peanuts,,5,lb,$26.50 
57232,Yogurt Pretzels,,5,lb,$23.25 
57242,Yogurt Raisins,,5,lb,$25.50 
,,,,lb,
61112,Dark Chocolate Almonds,,5,lb,$41.15 
61312,Dark Chocolate Alpine Mints _ Pastel Colors,,5,lb,$39.80 
61152,Dark Chocolate Burnt Caramel Almonds,,5,lb,$43.50 
61512,Dark Chocolate Coffee Beans,,5,lb,$42.05 
61212,Dark Chocolate Dried Cherries,,5,lb,$64.60 
61222,Dark Chocolate Dried Cranberries,,5,lb,$37.15 
61522,Dark Chocolate Malt Balls,,5,lb,$38.50 
61352,Dark Chocolate Mint Cookie Crisps,,5,lb,$38.95 
61332,Dark Chocolate Mints,,5,lb,$26.05 
61532,Dark Chocolate Nonpareils,,5,lb,$35.40 
61132,Dark Chocolate Peanuts,,5,lb,$37.50 
61232,Dark Chocolate Raisins,,5,lb,$36.05 
61562,Dark Chocolate Pretzel Sticklets,,5,lb,$36.05 
61142,Dark Chocolate Walnuts,,5,lb,$43.40 
,,,,lb,
62112,Milk Chocolate Almonds,,5,lb,$38.50 
62712,Milk Chocolate Animal Crackers,,5,lb,$33.60 
62452,Milk Chocolate Boulders ,,5,lb,$42.40 
62522,Milk Chocolate Caramels,,5,lb,$30.80 
62122,Milk Chocolate Cashews,,5,lb,$45.15 
62332,Milk Chocolate Coconut Clusters,,5,lb,$43.80 
62652,Milk Chocolate Cookie Dough,,5,lb,$36.05 
62532,Milk Chocolate English Toffee,,5,lb,$48.50 
62412,Milk Chocolate Ernies (M&M Style),,5,lb,$25.15 
62742,Milk Chocolate Graham Crackers,,5,lb,$35.15 
62212,Milk Chocolate Malt Balls _ Double Dipped,,5,lb,$35.15 
62792,Milk Chocolate Mini Peanut Butter Cups,,5,lb,$20.42 
62232,Milk Chocolate Mint Cookie Malt Balls,,5,lb,$37.60 
62762,Milk Chocolate Muddy Bears (Gummy Bears),,5,lb,$31.80 
62552,Milk Chocolate Peanut Caramel Patties,,5,lb,$38.50 
62132,Milk Chocolate Peanut Clusters,,5,lb,$33.40 
62142,Milk Chocolate Peanut Gems (M&M Style),,5,lb,$34.25 
62152,Milk Chocolate Peanuts _ Double Dipped,,5,lb,$31.05 
62162,Milk Chocolate Peanuts _ Panned,,5,lb,$31.05 
62542,Milk Chocolate Pecan Caramel Patties,,5,lb,$58.50 
62172,Milk Chocolate Pecans,,5,lb,$53.40 
62622,Milk Chocolate Pretzels,,5,lb,$29.95 
62352,Milk Chocolate Raisins,,5,lb,$31.05 
62632,Milk Chocolate ReeseÍs Pieces,,5,lb,$32.60 
62422,Milk Chocolate Rocks,,5,lb,$36.80 
62442,Milk Chocolate Stars,,5,lb,$32.05 
62182,Milk Chocolate Candy Coated Sunkernels,,5,lb,$20.03 
,,,,lb,
61422,Dark & Milk Chocolate Bridge Mix,,5,lb,$32.15 
62642,Tuxedo Pretzels (Milk Chocolate and Yogurt),,5,lb,$27.60 
,,,,lb,
66112,Smooth & Melty Mints _ Pastel _ Large,,5,lb,$31.05 
66122,Smooth & Melty Mints _ Pastel _ Mini ,,5,lb,$32.05 
,,,,lb,
#N/A,1000 ct. Milk Chocolate Chips,,#N/A,lb,#N/A
#N/A,700 ct. White Chocolate Chips,,#N/A,lb,#N/A
,900 ct. Bittersweet Chocolate Chips ,,,lb,
62782,Butterfinger Topping Chopped,,5,lb,$36.95 
64162,Cacao Nibs - NEW! ,,5,lb,$22.97 
62772,Cookies N Cream Topping Chopped,,5,lb,$24.95 
62702,Heath Bits Chopped ,,5,lb,$29.70 
64212,Mini Semisweet Chocolate Gems,,5,lb,$35.60 
,Milk Chocolate Teenies (Mini M&M Style) ,,,lb,
#N/A,Mini ReeseÍs Pieces,,#N/A,lb,#N/A
64242,Praline Pecan Bites,,5,lb,$56.70 
,,,,lb,
65212,Alpine Dark Melting Wafers ,,5,lb,$21.25 
65222,Alpine Milk Melting Wafers ,,5,lb,$21.25 
#N/A,Alpine Bright White Melting Wafers ,,#N/A,lb,#N/A
65232,Alpine White Melting Wafers ,,5,lb,$21.25 
MIXED NUTS,,,,lb,
11321,"Fancy Mixed Nuts: Large Cashews, Unblanched Almonds, and Pecan Halves. ",R/No,25,lb,$267.90 
11311,"Fancy Mixed Nuts: Large Cashews, Unblanched Almonds, and Pecan Halves. ",R&S,25,lb,$267.90 
11411,"Bridge Mixed Nuts: Large Cashews, Unblanched Almonds, Pecan Halves, and Blanched Virginia Peanuts. ",R&S,25,lb,$228.95 
ALMONDS ,,,,lb,$0.00 
UNBLANCHED=WITH SKIN          BLANCHED=WITHOUT SKIN,,,,lb,$0.00 
12135,Unblanched Whole Almonds,Raw,50,lb,$350.00 
12131,Unblanched Whole Almonds,Raw,25,lb,$175.00 
12121,Unblanched Whole Almonds,R/No,30,lb,$220.00 
12111,Unblanched Whole Almonds,R&S,30,lb,$220.00 
12231,Blanched Whole Almonds,Raw,25,lb,$194.45 
12621,Diced Dry Rst. Medium Almonds 22/8,R/No,25,lb,$188.90 
12431,Sliced Blanched Almonds,Raw,25,lb,$136.75 
12331,Sliced Natural Almonds,Raw,25,lb,$189.00 
12321,Sliced/Dry Roasted Almonds,R/No,45,lb,$385.00 
12531,Slivered Blanched Almonds,Raw,25,lb,$194.45 
19111,Hickory Smoked Almonds,R&S,25,lb,$191.65 
12031,Blanched Whole Marcona Almonds ,Raw,,lb,$0.00 
12011,Blanched Whole Marcona Almonds ,R&S,,lb,$0.00 
CASHEWS,,,,lb,$0.00 
19231,Honey Toasted Cashews,,20,lb,$168.45 
13221,Large Cashews (320 ct.),R/No,30,lb,$386.65 
13331,Large Cashews (320 ct.),Raw,25,lb,$313.90 
13311,Large Cashews (320 ct.),R&S,30,lb,$386.65 
13431,Cashew Pieces,Raw,25,lb,$233.35 
13421,Cashew Pieces,R/No,30,lb,$286.65 
13411,Cashew Pieces,R&S,30,lb,$286.65 
PECANS,,,,lb,$0.00 
19331,Honey Toasted Pecans,,20,lb,$220.00 
14131,Pecan Halves,Raw,30,lb,$453.35 
14121,Pecan Halves,R/No,25,lb,$386.10 
14111,Pecan Halves,R&S,25,lb,$386.10 
14331,Pecan Pieces _ Medium ,Raw,30,lb,$456.65 
14231,Pecan Pieces _ Small/Medium,Raw,30,lb,$456.65 
WALNUTS,,,,lb,$0.00 
15111,Light Walnut Halves & Pieces,Raw,25,lb,$213.90 
15121,Light Walnut Pieces,Raw,30,lb,$256.65 
PEANUTS,,,,lb,$0.00 
19441,Honey Roasted Peanuts,,30,lb,$133.35 
19451,Hot and Spicy Peanuts,,30,lb,$123.35 
16131,Spanish Peanuts (with skin),Raw,30,lb,$106.65 
16111,Spanish Peanuts (with skin),R&S,30,lb,$116.65 
16331,Blanched Virginia Peanuts,Raw,30,lb,$84.00 
16321,Blanched Virginia Peanuts,R/No,30,lb,$94.00 
16311,Blanched Virginia Peanuts,R&S,30,lb,$94.00 
16421,Granulated Peanuts - Dry Roasted,R/No,30,lb,$96.65 
OTHER NUTS,,,,lb,$0.00 
17231,Hazelnuts (Filberts) Blanched,Raw,25,lb,$458.35 
17331,Hazelnuts (Filberts) Natural,Raw,25,lb,$355.55 
17431,Macadamia Nuts 90% Whole,Raw,25,lb,$561.10 
17441,Macadamia Hv. & Pcs. _ Style 4,Raw,25,lb,$522.20 
17531,Pepitas (Pumpkin Seeds),Raw,27,lb,$180.30 
17511,Pepitas (Pumpkin Seeds),R&S,25,lb,$172.20 
17631,Pine Nuts,Raw,27,lb,$360.55 
17611,Pine Nuts,R&S,25,lb,$336.10 
17731,Pistachios,Raw,25,lb,$425.00 
17811,Soy Nuts,R&S,35,lb,$105.00 
17935,Sunflower Kernels,Raw,50,lb,$127.80 
17931,Sunflower Kernels,Raw,25,lb,$69.45 
17921,Sunflower Kernels,R/No,30,lb,$86.65 
17911,Sunflower Kernels,R&S,30,lb,$86.65 
IN SHELL NUTS,,,,lb,$0.00 
18211,Natural Pistachios,R&S,25,lb,$263.90 
18311,Pumpkin Seeds (White),R&S,25,lb,$133.35 
SNACK MIXES,,,,lb,$0.00 
2611,"Banana Split: White & Milk Chocolate Chips, Walnuts Raw, Pecan Pieces Raw, Diced Pineapple, Banana Chips, Cranberries, Strawberries.",,25,lb,$151.70 
2411,"Better Better Cheddar: Chili Cheese Corn Jacks, Cheddar Sesame Sticks, Cheddar Cheese Goldfish Crackers.",,20,lb,$89.75 
2111,"Cajun Hot Mix: Cajun Hot Corn Sticks, Sesame Sticks, Chili Rice Crackers, Mixed Rice Crackers, Hot and Spicy Peanuts.",,25,lb,$98.80 
2621,"Cherry Nut Harvest: Diced Pineapple, Cranberries, Cherries, Walnuts Raw, Unblanched Almonds Raw, Pecan Halves Raw, Large Cashews R/No, Cinnamon Toffee Peanuts.",,30,lb,$239.50 
2631,"Crazy for Cranberries: Cranberries, White Chocolate Chips, Unblanched Almonds R/No, Cashew Pieces R/No, Blanched Virginia Peanuts R/No.",,30,lb,$166.80 
2731,"Delight: Dark Raisins, Pineapple Chunks, Diced Papaya, Apricots, Golden Raisins, Unblanched Almonds Raw, Date Pieces, Walnuts Raw, Cashew Pieces Raw.",,30,lb,$141.40 
2121,"Fiesta Mix: Honey Roasted Sesame Sticks, Cajun Hot Corn Sticks, Cheddar Cheese Goldfish Crackers, Mini Pretzel Twists.",,20,lb,$78.15 
2741,"For Your Health: Cranberries, Unblanched Almonds Raw, Walnuts Raw.",,20,lb,$172.90 
2641,"Gorp: Ernies (M&M Style Candy), Dark Raisins, Blanched Virginia Peanuts R/No, Walnuts Raw.",,30,lb,$126.55 
2211,"Happy Hour Mix: Mini Pretzel Twists, Toasted Corn Nuts, Cheddar Sesame Sticks, Cheddar Cheese Goldfish Crackers, Blanched Virginia Peanuts R&S, Assorted Flavor Sesame Sticks.",,20,lb,$79.20 
2131,"Hot Creole Crunch: Cajun Hot Corn Sticks, Chili Rice Crackers, Hot and Spicy Peanuts, Spanish Peanuts R&S, Toasted Corn Nuts, Pepitas (Pumpkin Seeds) R&S.",,25,lb,$102.20 
2661,"JerryÍs Favorite Trail Mix: Ernies (M&M Style Candy), Dark Raisins, Spanish Peanuts R&S, Blanched Virginia Peanuts R&S, Cashew Pieces R&S.",,30,lb,$136.75 
2231,"Nut and Snack Mix: Blanched Virginia Peanuts R&S, Assorted Flavor Sesame Sticks.",,25,lb,$91.45 
2671,"Nut House Classic: Blanched Virginia Peanuts R&S, Ernies (M&M Style Candy), Peanut Gems (Peanut M&M Style Candy), Unblanched Almonds R&S, Pecan Halves R&S, Large Cashews R&S.",,30,lb,$170.40 
2311,"Oriental Mix: Blanched Virginia Peanuts R/No, Sesame Sticks, Green Peas R&S, Chili Rice Crackers, Mixed Rice Crackers.",,20,lb,$68.00 
2601,"Peanut Butter Crunch: Mini Peanut Butter Cups, Cashews R&S, Unblanched Almonds R&S, Blanched Virginia Peanuts R&S..",,30,lb,$204.20 
2681,"Peanut Passion: Butter Toffee Peanuts, Boston Baked Beans, French Burnt Peanuts, Blanched Virginia Peanuts R/No.",,30,lb,$109.80 
2141,"Rhino Chow: Cheddar Sesame Sticks, Pepitas (Pumpkin Seeds) R&S, Chili Rice Crackers, Hot and Spicy Peanuts, Hickory Smoked Almonds.",,30,lb,$128.85 
2241,"Rocky Mountain Madness: Sesame Sticks, Mini Pretzel Twists, Breadsticks, Pretzel Rods, Garlic Rye Chips, Sesame Breadsticks, Blanched Virginia Peanuts R/No.",,20,lb,$84.80 
2251,Sesame Mix: Assorted Flavor Sesame Sticks.,,20,lb,$74.80 
2151,"SizzlinÍ Sweet: Hot and Spicy Peanuts, Cajun Hot Corn Sticks, Sesame Sticks, Honey Roasted Peanuts, Butter Toffee Peanuts.",,25,lb,$120.85 
2421,"SmokÍn Cheddar: Cheddar Sesame Sticks, Mini Pretzel Twists, Cheddar Cheese Goldfish Crackers, Hickory Smoked Almonds.",,20,lb,$116.75 
2271,"Snackens: Breadsticks, Pretzel Rods, Garlic Rye Chips, Sesame Breadsticks.",,10,lb,$58.65 
2761,"Sunburst Fruit & Nut Mix: Banana Chips, Dark Raisins, Diced Papaya & Pineapple, Unblanched Almonds Raw, Walnuts Raw.",,25,lb,$110.40 
2771,"Trail Mix: Dark and Golden Raisins, Sunflower Kernels Raw, Unblanched Almonds Raw, Cashew Pieces Raw, Unsweetened Coconut Ribbon.",,30,lb,$141.70 
2321,"Wasabi Crunch: Corn Chips w/Flax Seeds, Wasabi Green Peas, Soy Nuts R&S, Blanched Virginia Peanuts R&S.",,25,lb,$87.95 
2331,"Wasabi Oriental Mix: Wasabi Green Peas, Sesame Sticks, Blanched Virginia Peanuts R&S, Mixed Rice Crackers.",,20,lb,$116.00 
2511,"Forbidden Fruit: Apples, Cranberries, Apricots, Papaya, Pineapple.",,25,lb,$112.95 
2521,"Mixed Fruit Deluxe: Prunes, Apricots, Peaches, Pears, Apples.",,25,lb,$172.30 
PRETZELS & SALTED SNACKS,,,,lb,$0.00 
3411,Cheddar Cheese Goldfish Crackers,,12,lb,$70.40 
3511,Corn Chips w/ Flax Seeds- Salted,,32,lb,$112.35 
3521,Corn Sticks _ Cajun Hot,,32,lb,$108.80 
3531,Corn Nuts _ Original Toasted,,25,lb,$91.10 
3541,Corn Jacks _ Chili Cheese,,30,lb,$108.00 
3311,Green Peas R&S,,22,lb,$61.10 
3321,Green Peas _ Wasabi ,,22,lb,$73.35 
3111,Pretzel Bites _ Peanut Butter,,18,lb,$117.80 
3131,Pretzel Twists _ Mini,,6,lb,$70.90 
3431,Rice Crackers _ Chili ,,22,lb,$68.45 
3421,Rice Crackers _ Mixed ,,22,lb,$68.45 
3211,Sesame Sticks -- Cheddar ,,15,lb,$32.10 
3221,Sesame Sticks _ Garlic ,,15,lb,$52.65 
3231,Sesame Sticks _ Honey Roasted,,40,lb,$157.35 
3251,Sesame Sticks _ Regular ,,40,lb,$140.45 
3331,Vegetable Chips _ High  Vitamin,,18,lb,$186.00 
DRIED FRUIT,,,,lb,$0.00 
4711,Apple Rings,,22,lb,$100.20 
4721,Apricots,,28,lb,$124.45 
4731,Banana Chips,,14,lb,$43.55 
4701,Black Mission Figs,,30,lb,$114.90 
4121,Cherries,,25,lb,$300.00 
4141,Sliced Cranberries,,25,lb,$105.55 
4221,Coconut Chips _ Natural (No Sulfur),,25,lb,$87.20 
4231,Coconut _ Sweetened _ Shredded ,,25,lb,$87.20 
4241,Coconut _ Toasted ,,10,lb,$75.55 
4251,Coconut _ Unsweetened _ Shredded ,,25,lb,$86.10 
4411,Dates _ Pitted ,,15,lb,$73.35 
4421,Date Pieces,,30,lb,$83.35 
100546,Ginger - Diced,,44,lb,$190.65 
4331,Ginger - Sliced ,,44,lb,$102.52 
4781,Kiwi Slices,,44,lb,$244.45 
4515,Mango Slices,,44,lb,$202.40 
4521,Chili Mango Slices,,44,lb,$224.90 
4545,Papaya Diced,,44,lb,$151.55 
4741,Peach Halves,,25,lb,$238.90 
4751,Pear Halves,,25,lb,$263.90 
4615,Pineapple Chunks,,44,lb,$205.35 
4625,Pineapple Diced,,44,lb,$210.20 
4761,Plums _ Pitted (Prunes),,25,lb,$176.65 
4321,Raisins _ Golden _ Seedless ,,30,lb,$116.65 
4311,Raisins _ Dark _ Seedless ,,30,lb,$94.00 
4151,Strawberries,,44,lb,$449.80 
WRAPPED CANDY,,,,lb,$0.00 
51211,Atomic Fireballs,,30,lb,$118.00 
51131,Jolly Ranchers _ Assorted ,,30,lb,$118.00 
UNWRAPPED CANDY,,,,lb,$0.00 
52111,Assorted Fruit Slices,,30,lb,$85.35 
52561,Assorted Fruit Sours,,31,lb,$119.50 
19801,Boston Baked Beans,,25,lb,$86.10 
19181,Butter Toffee Almonds,,13,lb,$96.80 
19481,Butter Toffee Peanuts,,21,lb,$67.65 
19691,Caramelized Mixed Nuts,,12,lb,$135.20 
52711,Cherry Sours,,30,lb,$113.65 
52121,Cherry Slices,,31,lb,$57.97 
52521,Chewy Sprees,,30,lb,$130.65 
52211,Cinnamon Bears,,30,lb,#N/A
19491,Cinamon Toffee Almonds,,12,lb,$89.35 
19191,Cinnamon Toffee Peanuts,,21,lb,$88.65 
19701,French Burnt Peanuts,,20,lb,$77.80 
52551,Fruit Runts,,30,lb,$118.00 
52251,Hot Tamales,,27,lb,$94.80 
52311,Jelly Beans _ Assorted ,,30,lb,$110.20 
52331,Jelly Belly - 49 Flavor Mix ,,10,lb,$98.90 
19141,Jordan Almonds _ Pastel ,,25,lb,$163.90 
19151,Jordan Almonds _ White ,,10,lb,$66.45 
52721,Lemon Drops,,30,lb,$102.65 
52411,Licorice Allsorts,,26.4,lb,$98.55 
52421,Licorice Bridge Mix,,30,lb,$152.65 
52431,Licorice Gems,,10,lb,$40.65 
52451,Licorice Black Australian - Gourmet,,10,lb,$51.35 
52441,Licorice Twists Black ,,12,lb,$47.75 
52261,Licorice Twists Cinnamon,,12,lb,$47.75 
52471,Licorice Twists Red,,12,lb,$47.75 
52481,Licorice Red Australian - Gourmet ,,10,lb,$51.35 
52571,Mike & Ike _ Fruit Jells,,27,lb,$94.80 
52131,Orange Slices,,30,lb,$85.35 
52541,Sour Patch Kids,,30,lb,$169.35 
52141,Sour Patch Watermelon,,30,lb,$169.35 
52581,Spice Drops,,30,lb,$86.65 
52621,Strawberry Bricks,,26.4,lb,$61.78 
52751,Swedish Fish,,30,lb,$152.65 
TAFFY,,,,lb,$0.00 
53241,Cinnamon Taffy,,20,lb,$85.80 
53171,Melon Taffy Assortment ,,,lb,$0.00 
53261,Peppermint Taffy,,20,lb,$85.80 
53111,Salt Water Taffy Assortment,,20,lb,$85.80 
53131,Tropical Taffy Assortment,,20,lb,$85.80 
GUMMIES,,,,lb,$0.00 
54111,Gummi Cola Bottles - Haribo ,,,lb,$0.00 
54121,Gummi Fruit Salad - Haribo ,,,lb,$0.00 
54131,Gummi Gold Bears _ Haribo ,,30,lb,$145.35 
54141,Gummi Grapefruit - Haribo,,,lb,$0.00 
54151,Gummi Peaches _ Haribo ,,30,lb,$145.35 
54171,Gummi Raspberries _ Haribo ,,30,lb,$145.35 
54181,Gummi Twin Cherries _ Haribo ,,30,lb,$145.35 
54231,Gummy Baby Bear Cubs,,20,lb,$97.80 
54241,Gummy Bears _ 12 Flavors,,20,lb,$63.10 
54391,Gummy Blue Sharks,,30,lb,$81.35 
54491,Gummy Jet Fighters,,,lb,$0.00 
54251,Gummy Butterflies,,20,lb,$63.10 
54261,Gummy Peach Rings,,18,lb,$60.00 
54471,Gummy Rainforest Frogs ,,20,lb,$79.60 
54351,Gummy Sour Triple Bears,,26.4,lb,$120.25 
55461,Gummy Watermelon Slices ,,26.4,lb,$105.00 
54271,Gummy Worms,,20,lb,$63.10 
54281,Sour Gummy Worms ,,18,lb,$60.00 
GUM & JAWBREAKERS,,,,lb,$0.00 
55141,5800 ct. Ball Gum _ Assorted Colors (.56î),,21.3,lb,$89.00 
55211,1î Bizarre Timebreaker Jawbreakers,,25,lb,$86.10 
55221,2 _î Bizarre Timebreaker Jawbreakers,,24,lb,$99.75 
55251,2 _ Psychedelic Jawbreakers,,24,lb,$99.75 
55261,"3 3/8"" Mega Bruiser Jawbreakers",,24,lb,$45.75 
SUGAR FREE CANDY,,,,lb,$0.00 
56211,Sugar Free Almonds _ Milk Chocolate,,25,lb,$200.00 
56241,Sugar Free Gummy Bears,,10,lb,$38.00 
56271,Sugar Free Peanuts _ Milk Chocolate,,25,lb,$210.55 
56281,Sugar Free Raisins _ Milk Chocolate,,25,lb,$113.35 
56291,Sugar Free Salt Water Taffy,,15,lb,$160.00 
YOGURT,,,,lb,$0.00 
57251,Raspberry Yogurt Pretzels,,15,lb,$75.00 
57111,Yogurt Almonds,,25,lb,$223.90 
57211,Yogurt Cranberries,,25,lb,$158.90 
57121,Yogurt Peanuts,,25,lb,$126.10 
57231,Yogurt Pretzels,,15,lb,$66.00 
57241,Yogurt Raisins,,25,lb,$121.10 
DARK CHOCOLATE,,,,lb,$0.00 
61111,Dark Chocolate Almonds,,20,lb,$159.55 
61311,Dark Chocolate Alpine Mints _ Pastel Colors,,10,lb,$77.10 
61151,Dark Chocolate Burnt Caramel Almonds,,10,lb,$84.45 
61511,Dark Chocolate Coffee Beans,,10,lb,$81.55 
61211,Dark Chocolate Dried Cherries,,25,lb,$316.65 
61221,Dark Chocolate Dried Cranberries,,10,lb,$71.80 
61521,Dark Chocolate Malt Balls,,20,lb,$148.90 
61351,Dark Chocolate Mint Cookie Crisps,,20,lb,$150.65 
61331,Dark Chocolate Mints,,30,lb,$148.65 
61531,Dark Chocolate Nonpareils,,20,lb,$136.45 
61131,Dark Chocolate Peanuts,,25,lb,$181.10 
61231,Dark Chocolate Raisins,,25,lb,$173.90 
61561,Dark Chocolate Pretzel Sticklets,,25,lb,$173.90 
